"X","Y"
658619.34,6470580.74
560839.05,6581239.53
561273.35,6581441.33
658152.23,6477130.25
561002.72,6581709.03
561147.54,6581467.51
657859.43,6477169.88
560496.25,6581014.29
657295.84,6473053.64
560922.54,6581751.18
662333.2,6474084.35
560699.51,6580020.29
561242.01,6581631.11
560705.21,6581320.31
658299.96,6476760.58
560351.22,6581252.29
661939.47,6472586.18
560012.6,6581064.3
561105.04,6580998.14
560843.36,6581627.07
561502.69,6581747.8
561321.05,6581150.12
560845.97,6580839.36
561326.51,6581630.99
561038.74,6580982.22
659535.65,6476317.81
560810.78,6580672.8
659643.39,6476276.09
561526.17,6581770.21
659130.23,6476243.31
561587.99,6581425.3
659177.45,6471035.28
659223.31,6470739.39
659139.5,6470799.21
560627.6,6580702.17
659586.97,6471374.18
561357.86,6581557.85
560781.78,6580833.55
659487.7,6476565.97
560215.42,6580131.74
659616.34,6471054.21
560994.12,6581802.52
567556.57,6582028.26
567977.39,6582460.23
659292.05,6471281.43
566938.04,6581600.33
659468.78,6471510.62
566788.76,6581711.29
659060.35,6476228.06
538960.26,6588055.01
537184.84,6587868.66
542457.23,6581802.79
542459.34,6581634.9
542365.1,6582200.54
540643.7,6581569.76
542228.12,6581936.23
546089.58,6590458.68
543144.6,6589564.38
542986.95,6589617.17
542164.98,6588712.32
542291.77,6589159.35
542605.11,6588946.96
542605.11,6588946.96
550651.99,6592973.13
532911.85,6590754.2
533019.31,6590472.61
532928.4,6590665.44
532960.53,6590633.09
537782.65,6586180.73
548542.01,6594318.89
548642.38,6594299.94
548547.86,6594136.92
533774.94,6588963.52
533859.86,6589139.71
533757.1,6589147.36
533674.69,6589074.83
534097.75,6589057.6
534365.11,6590009.1
540983.82,6585446.23
541133.33,6585628.09
541270.43,6585668.51
540953.49,6585445.04
549856.55,6593335.5
543138.46,6588183.19
545389.02,6587237.48
545539.62,6587277.27
545655.38,6587309.25
545737.53,6587222.37
546353.9,6587178.62
546038.92,6587367.79
534135.11,6589300.55
534736.62,6587886.14
533432.35,6589755.84
534838.77,6587887.36
534894.51,6588025.64
533343.41,6589902.2
535409.78,6589403.94
534094.08,6589521.12
534920.85,6589811.52
534164.87,6589436.06
533934.8,6588844.51
534961.57,6587839.51
538852.89,6586639.11
539145.03,6587039.56
547858.03,6595027.22
540077.35,6589961.28
548566.13,6593994.67
536974.93,6581094.11
538843.65,6587203.4
539367.5,6587268.37
548655.64,6593985.64
547827.12,6594953.64
548414.85,6594047.89
547678.92,6594940.38
543256.54,6587970.14
547796.94,6595059.63
543580.72,6587888.27
548326.85,6594025.33
539467.63,6582007.53
540909.93,6584972.1
547691.77,6595441.5
547385.71,6591129.66
540608.93,6588382.47
539435.93,6583255.28
540558.52,6581738.52
536924.83,6580901.54
538169.05,6582738.03
537566.91,6582021.85
544613.25,6588374.91
536595.43,6582154.27
536992.88,6582439.14
541372,6588516.6
540609.31,6588278.54
540945.08,6582886.3
428162.11,6541175.55
428425.31,6538908.68
427320.14,6540399.48
428091.53,6538886.9
428060.44,6540193.79
426770.44,6539874.79
427652.09,6540650.34
427690.37,6540497.06
428330.9,6539923.19
428085.97,6540384.84
427652.6,6539738.42
428388.77,6541006.28
427540.28,6540486.97
427261.42,6540248
427990.98,6541190.43
427564.45,6540868.19
427263.09,6540714.84
427658.79,6541017.05
427959.66,6539728.55
428210.22,6541430.41
427159.88,6540913.14
428194.89,6539774.99
611139.93,6570815.34
612428.45,6570805.64
611686.31,6571528.76
611093.71,6570797.19
611080.1,6571550.8
611636.05,6570857.57
611279.81,6570608.24
611183.48,6571557.09
611843.33,6571852.23
612438.92,6571037.98
611417.19,6570238.57
611924.29,6571174.03
612541.37,6570764.88
612507.78,6570825.32
611941.81,6571552.71
611310.83,6572042.01
612692.54,6570533.33
612030.98,6571259.88
610114.68,6570525.3
612712.59,6570675.86
612752.25,6570738.3
611370.09,6571175.72
611758.63,6571050.31
611800.35,6570612.85
611494.25,6571989.38
612004.07,6572025.27
612520.59,6571180.27
611787.11,6570785.29
611783.95,6571569.19
611453.77,6572043.9
610801.81,6570726.62
611643.78,6572030.96
612736.53,6569744.89
611874.91,6571555.09
612701.82,6569808.83
609739.33,6571833
611180.26,6571759.8
611622.71,6570159.43
612568.69,6570592.08
612692.65,6571050.76
612181.67,6571158.23
612270.07,6570808.24
611108.72,6570478.87
612262.43,6571577.44
612123.78,6571785.15
611966.53,6570400.54
612061.02,6570375.49
612664.34,6570763.9
612012.6,6570739.48
611911.52,6570264.42
612892.7,6570342.05
611289.18,6570818.59
610918.79,6570557.25
612503.19,6570938.49
612909.13,6569733.92
611535.71,6571853.07
611780.78,6571525.39
611439.83,6571402.99
611916.53,6570387.39
613099.18,6570033.77
610827.26,6571480.02
610959.45,6570620.37
612200.12,6570739.72
611117.32,6571019.73
611898.74,6571266.11
611655.37,6572162.91
612190.84,6570366.7
611674.89,6570149.27
622973.43,6406204.67
621724.3,6407231.84
620338.95,6405144.34
622344.25,6406035.43
620925.35,6405610.54
622025.27,6406375.71
620939.03,6406204.28
620653.5,6405069
620649.88,6406806.98
620723.59,6405254.13
621922.48,6406283.96
620627.37,6405754.57
621203.29,6405207.49
621235.15,6406963.82
620723.43,6405747.49
622985.91,6406856.35
622522.88,6406135.26
621324.13,6406988
621836.99,6407379.75
622605.76,6406132.53
620924.01,6406608.99
623738.59,6405395.78
620714.72,6405577.06
621309.16,6406721.33
622617.22,6405770.95
622446.16,6406465.64
622522.09,6404980.52
623225.49,6404699.62
620595.85,6405671.39
623143.67,6404694.04
622612.47,6404726.54
621312.34,6406536.48
623161.65,6405199.44
622277.24,6405275.35
620921.96,6406366.82
622330.52,6404979.04
620742.49,6407023.82
625163.66,6403992.49
625303.9,6403878.5
623430.54,6404665.22
621793.71,6407333.67
623567.35,6404825.55
621553.91,6405648.47
622752.96,6404867.71
622555.99,6405370.52
621439.85,6406079.76
621229.04,6406693.75
621880.85,6406594.2
620648.98,6405431.98
623168.38,6405055.77
621343.84,6405643.72
622838.8,6404647
622375.95,6405646.5
620915.9,6405390.09
620850.95,6406441.36
622627.42,6405351.14
620878.4,6405886.91
622099.82,6405029.5
623283.23,6405648.36
620922.82,6407203.86
621115.67,6405521.96
624226.48,6405463.9
621516.49,6407205.6
623234.38,6405063.85
622482.82,6404905.13
624006.48,6404541.1
623034.45,6405049.14
621179.33,6407107.06
621088.87,6407039.32
410380.32,6457427.01
410718.89,6458499.4
410947.38,6457317.42
410931.52,6457745.21
412245.39,6457697.34
411138.03,6457447.49
412087.83,6458462.29
411201.42,6458153.85
410353.7,6457628.44
411439.36,6458544.1
410128.69,6457617.45
410892.61,6458230.41
412512.57,6458516.83
411693.82,6457658.71
411477.51,6458735.33
410501.14,6459114.27
412168.89,6457825.35
411649.42,6458923.49
411721.66,6457422.56
410482.84,6457195.89
412031.05,6459171.01
412480.2,6459195.87
659434.91,6470658.95
659442.03,6471256.97
659287.55,6476314.11
566799.87,6581475.32
566198.91,6581331.72
566366.33,6581405.74
658656.88,6474334.7
567609.12,6582111.01
567343.23,6581794.06
567136.47,6581653.72
566304.51,6581430.67
567538.59,6581499.55
566484.99,6581301.5
567655.27,6582172.53
568013.38,6582869.92
660537.51,6474574.56
567037.73,6582071.03
567371.7,6581573.58
657667.16,6473404.18
567449.12,6581555.69
657365.16,6473272.28
567301.74,6581293.04
658548.33,6476424.54
567199.29,6581237.49
567550.39,6582175.13
658951.37,6471366.23
567202.43,6581222.44
657488.03,6473382.27
567431.69,6582114.48
566679,6581544.32
657481.87,6473263.61
656930,6473510.09
566484.87,6581375.73
567118.07,6581527.26
657578.35,6473403.34
567227.29,6581593.59
566075.67,6581382.41
567554.67,6581925.71
566910.42,6581292.07
659923.89,6475534.49
659868.18,6473618.62
657751.74,6470837.22
657019.85,6474382.73
657625.85,6472598.54
659405.41,6472447.5
658236.26,6473960.1
660767.57,6474786.9
659172.73,6473459.42
658169.49,6472591.87
663119.73,6471118.56
663077.61,6470522.08
662859.07,6471064
663282.15,6470544.26
663174.66,6470685.56
662435.1,6471164.24
662853.23,6470484.96
662353.7,6470633.05
662553.28,6471497.11
662978.31,6470586.29
662319.35,6471398.72
662888.97,6470815.09
662950.92,6470933.56
662712.53,6471562.66
663248.36,6470832.08
662003.03,6471301.57
662620.94,6471107.38
662442.46,6470404.1
662492.46,6470295.66
662691.61,6470361.19
663171.97,6470871.48
661874.37,6471198.3
663215.46,6470917.91
662866.96,6470168.67
662123.33,6471402.08
662855.76,6470389.52
662719.1,6470250.97
662522.22,6471095.72
662661.04,6470869.57
662057.47,6470979.74
662795.6,6470642.64
661292.97,6474205.29
659641.91,6475227.32
659165.71,6475413.13
657379.66,6471128.94
658527.07,6473398.66
659340.13,6471259.4
540293.47,6589470.94
540874.59,6583079.95
548277.75,6591282.36
538245.38,6583264.85
535985.1,6581977.35
540881.07,6583262.04
541279.74,6588314.83
535498.19,6581476.95
542464.21,6588457.29
540694.04,6582539
537520.6,6583962.75
537507.57,6584102.27
541250.33,6587944.95
535603.51,6583378.02
547477.28,6595351.42
536965.69,6582094.25
537131.95,6583041.38
538535.75,6586765.52
539777.8,6591632.2
547622.33,6593161.12
541532.55,6588597.23
541502.89,6588442.79
544385.89,6589294.16
540260.12,6589548.27
543313.06,6588707.44
544270.63,6589426.55
542197.29,6586827.01
539885.58,6581835.82
546975.96,6595895.28
539379.02,6583722.87
539246.38,6583608.59
544000.08,6587355.65
542254.4,6590277.38
536589.24,6582445.7
540731.93,6582673.92
540702.77,6581777.29
542248.7,6586520.37
540707.11,6588183.66
538131.05,6590956.94
541399.84,6587928.89
539197.17,6583671.29
539780.51,6583055.26
540883.43,6582576.02
540791.35,6583662.65
538467.5,6583375.46
539304.71,6583654.62
537852.9,6582613.9
540785.55,6583382.57
536058.07,6581507.33
537846.12,6583360.83
539090.51,6583114.14
539125.29,6583121.05
539380.85,6582109.67
535762.43,6581978.02
536158.34,6582000.65
540789.2,6589300.79
543911.97,6588026.69
535646.43,6581794.31
540747.21,6589389.45
539703.16,6582863.23
540302.47,6582903.52
539858.71,6583005.76
536319.33,6581603.9
542749.3,6587974.62
541433.02,6587803.66
541393.04,6585562.95
537181.9,6583370.8
539597.64,6582939.02
542720.4,6587486.45
542034.01,6588191.88
547079.73,6595585.71
540380.78,6589092.78
536705.5,6582090.69
536819.75,6582011.74
543139.6,6586905
547003.04,6595718.28
541165.26,6586988.85
542306.63,6587492.57
540502.52,6581919.76
540614.89,6582602.45
546082.02,6588935.82
547319.12,6595364.8
539604.51,6583400.09
542750.04,6587241.82
540265.2,6585188.2
538669.81,6584803.41
538893.87,6581871.86
538379.93,6587337.92
538182.72,6587540.39
611656.64,6571926.27
611793.28,6571073.72
611712.24,6571853.73
611365.94,6571948.93
611212.66,6571442.65
611201.19,6570996.59
612790.96,6570691.32
611933.35,6571805.8
612127.47,6571429.16
612102.55,6571492.51
611733.57,6570689.44
612928.63,6570632.6
611642.85,6571403.12
611613.65,6569917.07
611605.01,6572093.9
611082.74,6570579.92
612310.85,6571867.16
612131.1,6571588.34
612514.13,6570536.93
612034.9,6571561
611787.24,6570074.05
553042.08,6593896.88
552845.22,6592787.69
552786.49,6594432.26
557718.16,6594301.73
556473.7,6591560.14
557905.35,6593662.93
558143.75,6593769.71
554119.84,6593372.71
555499.73,6589874.26
552923.66,6593426.74
553039.96,6593180.88
553285.01,6593282.35
553245.95,6593062.45
553488.1,6593526.31
553564.75,6593350.63
553833.73,6593462.4
553727.41,6593457.43
552586.03,6593589.64
554884.65,6592625.96
557408.13,6593730.7
553004.26,6594153.51
552825.43,6594226.25
553197.31,6593990.66
555434.38,6589967.61
557865.66,6593900.48
555412.91,6590378.15
554506.85,6593424.49
553651.89,6593389.32
553768.71,6593531.68
557749.81,6593426.5
553406.53,6593863.13
557978.5,6594906.77
554134.05,6593280.08
552728.78,6593240.22
553450.62,6593640.05
554522.49,6593758.77
554208.8,6593787.32
555213.1,6590277.58
556329.07,6591446.74
553758.86,6593143.26
557015.38,6591438.73
553140.97,6594482.34
553087.09,6594339.2
554179.67,6593409.3
553493.72,6593003.62
552892.86,6593179.27
552796.83,6593168.55
555221.48,6592728.8
557506.38,6593769.64
556269.54,6592310.7
554800.91,6594136.52
554734.56,6593237.02
554399.42,6593827.81
555359.26,6590146.91
554376.18,6593175.31
554201.24,6593131.05
554278.15,6593277.92
553361.75,6593940.5
554212.4,6594050.65
552538.95,6593667.16
553899.54,6592969.15
555398.33,6590041.09
553191.06,6592907.06
410007.68,6457194.51
412485.09,6457603.22
412523.98,6457601.56
411647.08,6457943.33
411188.95,6458238.77
411012.02,6457342.92
410300.48,6457985.5
410943.3,6458016.55
412634.21,6457459.24
410877.94,6458065.21
411808.97,6457836.67
410402.31,6459281.98
411403.41,6458661.99
412582.43,6458481.43
411023.99,6458016.06
411020.66,6457656.68
411095.51,6456851.63
410886.32,6458386.15
411548.17,6457688.26
411147.01,6458098.13
410711.93,6458329.67
411375.6,6456969.2
412601.57,6457778.69
411164.13,6457230.74
411660.03,6457349.93
410167.89,6457634.58
410661.59,6457945.97
410048.74,6459066.29
540484.81,6563921.43
543923.62,6557838.13
545128.65,6561758.2
543027.49,6555223.73
544325.67,6555032.33
544531,6553112.15
544986.02,6553164.97
545073.52,6552704.98
545270.11,6553159.02
542309.52,6561353.55
544864.8,6560511.8
536978.9,6564634
536552.1,6563984.7
543711.8,6559257.4
542663.3,6560246.8
542181.2,6559672.9
541838.34,6563560.22
544833.22,6559383.94
548771.93,6561745.48
539526.67,6552444.14
544721.63,6554660.76
546869.68,6560434.53
546326.75,6555756.89
540750.5,6563238.68
538384.8,6551101.1
547153.85,6558627.35
677990.13,6415641.84
505813.28,6532180.92
506107.01,6530348.3
505898.57,6531396.1
503975.92,6528602.53
503436.74,6529443.05
501504.64,6528462.68
433442.81,6469699.66
427990.15,6473649.22
430187.01,6474027.22
432646.85,6469492.59
432565.16,6473985.88
434664.8,6473955.97
434963.54,6465941.98
434755.25,6465916.76
388945.33,6436086.37
392706.57,6448401.9
393501.3,6435237.7
546538.47,6558973.24
537675.04,6560340.64
538413.18,6558480.63
539867.96,6552451.19
536944.6,6564633
537008.38,6560826.19
434973.44,6535221.39
438596.92,6535985.99
433067.38,6529700.25
436077.83,6531473.15
437359.83,6532127.14
439474.22,6532404.76
442629.93,6523904.65
440749.33,6525301.03
438551.54,6522213.13
437336.5,6529596
428916.72,6539671.22
426802.38,6531507.04
423970.65,6543597.74
425764.67,6540668.9
